Identifier,BPAF-CC-A
ENSDARG00000099438,0
ENSDARG00000104981,0
ENSDARG00000063215,0
ENSDARG00000101445,3
ENSDARG00000078797,3
ENSDARG00000100456,1
ENSDARG00000021864,1166
ENSDARG00000021048,8
ENSDARG00000011648,29
ENSDARG00000076406,0
ENSDARG00000079456,1
ENSDARG00000077855,3
ENSDARG00000074505,0
ENSDARG00000100529,4
ENSDARG00000099596,2
ENSDARG00000086326,0
ENSDARG00000013828,1
ENSDARG00000030402,8
ENSDARG00000092160,0
ENSDARG00000028222,0
ENSDARG00000011870,4
ENSDARG00000005186,18
ENSDARG00000024416,21
ENSDARG00000114159,0
ENSDARG00000076659,3
ENSDARG00000101218,0
ENSDARG00000026762,4
ENSDARG00000078912,0
ENSDARG00000067717,30
ENSDARG00000102318,0
ENSDARG00000075271,0
ENSDARG00000077516,4
ENSDARG00000110186,0
ENSDARG00000099500,0
ENSDARG00000100060,1
ENSDARG00000101259,6
ENSDARG00000096274,0
ENSDARG00000063627,3
ENSDARG00000035695,6
ENSDARG00000008818,4
ENSDARG00000078522,10
ENSDARG00000092300,0
ENSDARG00000014222,24
ENSDARG00000035694,53
ENSDARG00000092099,6
ENSDARG00000071224,38
ENSDARG00000071223,0
ENSDARG00000059254,0
ENSDARG00000092749,0
ENSDARG00000094796,0
ENSDARG00000018327,1
ENSDARG00000094882,0
ENSDARG00000063613,0
ENSDARG00000095424,0
ENSDARG00000071216,0
ENSDARG00000036912,5
ENSDARG00000103658,25
ENSDARG00000071205,0
ENSDARG00000095731,0
ENSDARG00000089878,1
ENSDARG00000089204,24
ENSDARG00000112881,0
ENSDARG00000099249,0
ENSDARG00000100539,0
ENSDARG00000103618,0
ENSDARG00000100450,0
ENSDARG00000102992,0
ENSDARG00000102913,0
ENSDARG00000105283,0
ENSDARG00000100046,0
ENSDARG00000101034,0
ENSDARG00000104403,0
ENSDARG00000101222,6
ENSDARG00000100698,0
ENSDARG00000098228,21
ENSDARG00000089402,1
ENSDARG00000102533,0
ENSDARG00000103395,0
ENSDARG00000101490,0
ENSDARG00000104701,20
ENSDARG00000113654,0
ENSDARG00000103765,0
ENSDARG00000101216,13
ENSDARG00000099509,0
ENSDARG00000102143,0
ENSDARG00000102018,1
ENSDARG00000105241,1
ENSDARG00000100909,0
ENSDARG00000104315,0
ENSDARG00000099049,0
ENSDARG00000099118,0
ENSDARG00000116004,0
ENSDARG00000103106,4
ENSDARG00000104563,0
ENSDARG00000112306,0
ENSDARG00000090098,0
ENSDARG00000116478,0
ENSDARG00000079654,1
ENSDARG00000084932,0
ENSDARG00000079310,0
ENSDARG00000075567,0
ENSDARG00000063726,7
ENSDARG00000076280,10
ENSDARG00000017809,5
ENSDARG00000011076,8
ENSDARG00000063535,48
ENSDARG00000014287,29
ENSDARG00000097492,0
ENSDARG00000025012,12
ENSDARG00000002696,306
ENSDARG00000075545,3
ENSDARG00000000503,186
ENSDARG00000001572,0
ENSDARG00000092359,3
ENSDARG00000059109,6
ENSDARG00000023082,24
ENSDARG00000090268,386
ENSDARG00000036834,58
ENSDARG00000036832,504
ENSDARG00000092947,840
ENSDARG00000094041,247
ENSDARG00000036830,471
ENSDARG00000110208,0
ENSDARG00000012688,155
ENSDARG00000096336,0
ENSDARG00000059067,0
ENSDARG00000006712,6
ENSDARG00000109567,0
ENSDARG00000059056,0
ENSDARG00000078547,0
ENSDARG00000059054,38
ENSDARG00000059049,7
ENSDARG00000092388,0
ENSDARG00000079372,1
ENSDARG00000110796,0
ENSDARG00000078151,2
ENSDARG00000110380,0
ENSDARG00000111980,0
ENSDARG00000029501,2
ENSDARG00000071150,22
ENSDARG00000111117,0
ENSDARG00000063417,10
ENSDARG00000036816,7
ENSDARG00000018259,119
ENSDARG00000063390,1
ENSDARG00000084373,0
ENSDARG00000040036,0
ENSDARG00000086931,0
ENSDARG00000099070,0
ENSDARG00000076134,0
ENSDARG00000087674,0
ENSDARG00000071097,1
ENSDARG00000089503,0
ENSDARG00000089953,0
ENSDARG00000001710,25
ENSDARG00000001015,25
ENSDARG00000001558,5
ENSDARG00000003251,0
ENSDARG00000000729,2
ENSDARG00000110523,0
ENSDARG00000079402,1
ENSDARG00000092731,0
ENSDARG00000045011,0
ENSDARG00000075963,0
ENSDARG00000001303,0
ENSDARG00000001656,0
ENSDARG00000031885,0
ENSDARG00000000656,0
ENSDARG00000036787,0
ENSDARG00000022280,28
ENSDARG00000001169,3
ENSDARG00000012422,103
ENSDARG00000109804,0
ENSDARG00000093755,0
ENSDARG00000078954,3
ENSDARG00000016721,56
ENSDARG00000008946,3
ENSDARG00000063319,0
ENSDARG00000107337,0
ENSDARG00000063310,9
ENSDARG00000058806,4
ENSDARG00000058800,2
ENSDARG00000018574,6
ENSDARG00000007943,6
ENSDARG00000071026,66
ENSDARG00000004866,8
ENSDARG00000106283,0
ENSDARG00000063258,6
ENSDARG00000112968,0
ENSDARG00000019222,12
ENSDARG00000095692,0
ENSDARG00000063252,9
ENSDARG00000063249,4
ENSDARG00000063244,2
ENSDARG00000071015,17
ENSDARG00000095056,0
ENSDARG00000096369,0
ENSDARG00000093628,3
ENSDARG00000071014,13
ENSDARG00000036773,3
ENSDARG00000036772,12
ENSDARG00000058690,3
ENSDARG00000036767,1
ENSDARG00000058685,0
ENSDARG00000071010,2
ENSDARG00000063219,29
ENSDARG00000036764,5
ENSDARG00000058678,0
ENSDARG00000019299,8
ENSDARG00000083576,0
ENSDARG00000007971,5
ENSDARG00000071001,1
ENSDARG00000092878,0
ENSDARG00000091951,0
ENSDARG00000058672,0
ENSDARG00000092728,0
ENSDARG00000094886,1
ENSDARG00000086613,0
ENSDARG00000105592,15
ENSDARG00000075958,0
ENSDARG00000014675,4
ENSDARG00000107213,0
ENSDARG00000030326,6
ENSDARG00000037425,16
ENSDARG00000058650,5
ENSDARG00000058649,0
ENSDARG00000033804,8
ENSDARG00000037427,1
ENSDARG00000023298,470
ENSDARG00000013704,2
ENSDARG00000103224,0
ENSDARG00000034668,20
ENSDARG00000106113,0
ENSDARG00000058089,3
ENSDARG00000058094,19
ENSDARG00000070985,4
ENSDARG00000030449,1
ENSDARG00000104154,0
ENSDARG00000016765,9
ENSDARG00000062900,0
ENSDARG00000094631,0
ENSDARG00000070981,52
ENSDARG00000036412,1
ENSDARG00000041243,11
ENSDARG00000062954,14
ENSDARG00000070972,13
ENSDARG00000027192,0
ENSDARG00000036438,44
ENSDARG00000062962,15
ENSDARG00000097956,0
ENSDARG00000070964,0
ENSDARG00000079901,7
ENSDARG00000070960,0
ENSDARG00000117353,4
ENSDARG00000080038,0
ENSDARG00000081044,0
ENSDARG00000070959,72
ENSDARG00000031283,60
ENSDARG00000062976,0
ENSDARG00000030716,17
ENSDARG00000070952,2
ENSDARG00000062084,3
ENSDARG00000070950,1
ENSDARG00000094748,0
ENSDARG00000013295,14
ENSDARG00000062995,0
ENSDARG00000094472,0
ENSDARG00000077877,0
ENSDARG00000036457,7
ENSDARG00000020450,11
ENSDARG00000063006,1
ENSDARG00000086207,8
ENSDARG00000107453,0
ENSDARG00000116952,0
ENSDARG00000063014,7
ENSDARG00000036698,46
ENSDARG00000063144,19
ENSDARG00000019842,22
ENSDARG00000011740,45
ENSDARG00000058578,0
ENSDARG00000093684,1
ENSDARG00000009637,95
ENSDARG00000070931,3
ENSDARG00000079847,17
ENSDARG00000020798,35
ENSDARG00000020455,0
ENSDARG00000058557,0
ENSDARG00000077337,0
ENSDARG00000088408,0
ENSDARG00000076574,3
ENSDARG00000063111,0
ENSDARG00000019093,0
ENSDARG00000058547,0
ENSDARG00000036728,0
ENSDARG00000015445,70
ENSDARG00000020228,8
ENSDARG00000106333,0
ENSDARG00000094230,0
ENSDARG00000092259,0
ENSDARG00000096311,0
ENSDARG00000063088,0
ENSDARG00000058535,0
ENSDARG00000087828,0
ENSDARG00000028973,1
ENSDARG00000058502,5
ENSDARG00000063079,1
ENSDARG00000058498,0
ENSDARG00000036722,0
ENSDARG00000063037,1
ENSDARG00000096273,0
ENSDARG00000036721,12
ENSDARG00000101160,0
ENSDARG00000102004,82
ENSDARG00000098513,0
ENSDARG00000104952,0
ENSDARG00000101029,13
ENSDARG00000101295,15
ENSDARG00000100396,3
ENSDARG00000100535,0
ENSDARG00000103322,1
ENSDARG00000101721,0
ENSDARG00000074930,0
ENSDARG00000005162,75
ENSDARG00000096894,0
ENSDARG00000040380,8
ENSDARG00000095458,0
ENSDARG00000034210,3
ENSDARG00000112698,0
ENSDARG00000089983,0
ENSDARG00000005230,35
ENSDARG00000062820,0
ENSDARG00000062828,0
ENSDARG00000101686,0
ENSDARG00000071116,3
ENSDARG00000107753,0
ENSDARG00000087647,17
ENSDARG00000075984,2
ENSDARG00000112922,1
ENSDARG00000035961,1
ENSDARG00000017522,6
ENSDARG00000084173,0
ENSDARG00000075405,1
ENSDARG00000034178,5
ENSDARG00000087145,1
ENSDARG00000075616,18
ENSDARG00000004017,5
ENSDARG00000012040,14
ENSDARG00000106545,0
ENSDARG00000021140,60
ENSDARG00000114781,0
ENSDARG00000113630,0
ENSDARG00000032575,68
ENSDARG00000056307,25
ENSDARG00000061974,2
ENSDARG00000011334,11
ENSDARG00000035987,7
ENSDARG00000035986,18
ENSDARG00000030954,0
ENSDARG00000004280,4
ENSDARG00000070555,2
ENSDARG00000035985,11
ENSDARG00000112380,0
ENSDARG00000070553,4
ENSDARG00000031348,1
ENSDARG00000087198,11
ENSDARG00000089791,14
ENSDARG00000108589,0
ENSDARG00000102690,13
ENSDARG00000100560,8
ENSDARG00000117596,0
ENSDARG00000098845,13
ENSDARG00000105293,26
ENSDARG00000104274,3
ENSDARG00000099283,37
ENSDARG00000103112,0
ENSDARG00000104292,1
ENSDARG00000111201,0
ENSDARG00000098813,19
ENSDARG00000101323,0
ENSDARG00000098075,30
ENSDARG00000100462,0
ENSDARG00000104097,2
ENSDARG00000099609,0
ENSDARG00000103024,0
ENSDARG00000101878,0
ENSDARG00000102756,0
ENSDARG00000104837,20
ENSDARG00000101576,3
ENSDARG00000101891,22
ENSDARG00000105034,0
ENSDARG00000011797,7
ENSDARG00000093404,0
ENSDARG00000113313,0
ENSDARG00000110398,0
ENSDARG00000041660,0
ENSDARG00000015552,15
ENSDARG00000070578,0
ENSDARG00000075928,5
ENSDARG00000056532,7
ENSDARG00000009161,0
ENSDARG00000016999,0
ENSDARG00000056509,2
ENSDARG00000007186,0
ENSDARG00000024619,1
ENSDARG00000035990,22
ENSDARG00000030700,4
ENSDARG00000081580,0
ENSDARG00000081082,0
ENSDARG00000081931,0
ENSDARG00000034215,1
ENSDARG00000080410,0
ENSDARG00000062060,3
ENSDARG00000083417,0
ENSDARG00000092638,13
ENSDARG00000096247,0
ENSDARG00000094436,0
ENSDARG00000117498,0
ENSDARG00000107793,0
ENSDARG00000004169,69
ENSDARG00000056450,8
ENSDARG00000100114,5
ENSDARG00000116649,17
ENSDARG00000117203,0
ENSDARG00000099527,2
ENSDARG00000009285,589
ENSDARG00000009594,13
ENSDARG00000021163,20
ENSDARG00000107952,0
ENSDARG00000034195,43
ENSDARG00000094637,0
ENSDARG00000057986,5
ENSDARG00000004405,2
ENSDARG00000003860,45
ENSDARG00000019810,4
ENSDARG00000104170,0
ENSDARG00000117531,0
ENSDARG00000111897,0
ENSDARG00000096641,1
ENSDARG00000101612,0
ENSDARG00000104089,0
ENSDARG00000105193,1
ENSDARG00000099183,1
ENSDARG00000100572,0
ENSDARG00000100392,501
ENSDARG00000099258,5
ENSDARG00000099289,0
ENSDARG00000116617,19
ENSDARG00000103340,3
ENSDARG00000105009,6
ENSDARG00000098782,0
ENSDARG00000105273,6
ENSDARG00000112208,1
ENSDARG00000113464,0
ENSDARG00000110189,0
ENSDARG00000104542,5
ENSDARG00000102905,0
ENSDARG00000103434,0
ENSDARG00000114702,0
ENSDARG00000104451,16
ENSDARG00000117338,1
ENSDARG00000102973,0
ENSDARG00000098317,8
ENSDARG00000104254,2
ENSDARG00000103318,9
ENSDARG00000098689,0
ENSDARG00000100831,0
ENSDARG00000099793,7
ENSDARG00000098919,0
ENSDARG00000062530,3
ENSDARG00000074216,0
ENSDARG00000036245,0
ENSDARG00000100791,3
ENSDARG00000099002,0
ENSDARG00000102551,0
ENSDARG00000098288,3
ENSDARG00000116588,0
ENSDARG00000102906,6
ENSDARG00000107770,0
ENSDARG00000100087,0
ENSDARG00000099365,2
ENSDARG00000101052,0
ENSDARG00000100312,0
ENSDARG00000101330,0
ENSDARG00000104162,2
ENSDARG00000105013,2
ENSDARG00000099559,0
ENSDARG00000100358,0
ENSDARG00000103862,10
ENSDARG00000102501,0
ENSDARG00000104307,0
ENSDARG00000036227,2
ENSDARG00000095636,0
ENSDARG00000033251,1
ENSDARG00000086762,1
ENSDARG00000029761,10
ENSDARG00000036222,11
ENSDARG00000074359,2
ENSDARG00000027599,0
ENSDARG00000062695,1
ENSDARG00000007863,25
ENSDARG00000096834,4
ENSDARG00000010266,45
ENSDARG00000062688,44
ENSDARG00000062664,0
ENSDARG00000070831,3
ENSDARG00000036214,1
ENSDARG00000036212,3
ENSDARG00000083332,0
ENSDARG00000057649,0
ENSDARG00000062640,1
ENSDARG00000018602,38
ENSDARG00000062634,11
ENSDARG00000003205,2
ENSDARG00000014499,9
ENSDARG00000028431,7
ENSDARG00000036190,10
ENSDARG00000003931,10
ENSDARG00000096358,0
ENSDARG00000083996,0
ENSDARG00000117749,0
ENSDARG00000005026,16
ENSDARG00000096417,0
ENSDARG00000070809,8
ENSDARG00000036186,50
ENSDARG00000111408,0
ENSDARG00000085427,0
ENSDARG00000005522,1
ENSDARG00000096383,0
ENSDARG00000057586,13
ENSDARG00000062521,2
ENSDARG00000036168,0
ENSDARG00000062502,0
ENSDARG00000102035,0
ENSDARG00000070800,8
ENSDARG00000077227,17
ENSDARG00000096359,48
ENSDARG00000062590,192
ENSDARG00000002549,9
ENSDARG00000085290,0
ENSDARG00000036159,0
ENSDARG00000036158,1
ENSDARG00000109130,0
ENSDARG00000091116,3
ENSDARG00000040004,3
ENSDARG00000005510,0
ENSDARG00000002013,9
ENSDARG00000085027,0
ENSDARG00000070774,0
ENSDARG00000094710,0
ENSDARG00000092249,0
ENSDARG00000111332,0
ENSDARG00000116558,0
ENSDARG00000115374,0
ENSDARG00000116021,0
ENSDARG00000114586,0
ENSDARG00000114964,0
ENSDARG00000115706,0
ENSDARG00000110131,0
ENSDARG00000116970,0
ENSDARG00000093154,0
ENSDARG00000113206,0
ENSDARG00000115724,0
ENSDARG00000095442,0
ENSDARG00000092089,0
ENSDARG00000115670,0
ENSDARG00000115246,0
ENSDARG00000114139,0
ENSDARG00000070740,0
ENSDARG00000116095,0
ENSDARG00000094339,0
ENSDARG00000114744,0
ENSDARG00000057227,0
ENSDARG00000057234,22
ENSDARG00000080384,0
ENSDARG00000062382,18
ENSDARG00000045094,0
ENSDARG00000057913,66
ENSDARG00000069150,1
ENSDARG00000069147,1
ENSDARG00000117562,0
ENSDARG00000070705,3
ENSDARG00000070704,5
ENSDARG00000116036,0
ENSDARG00000021444,0
ENSDARG00000113890,0
ENSDARG00000110781,0
ENSDARG00000115439,0
ENSDARG00000109428,0
ENSDARG00000070702,16
ENSDARG00000062352,6
ENSDARG00000094074,0
ENSDARG00000012060,0
ENSDARG00000036109,0
ENSDARG00000036107,45
ENSDARG00000012044,3
ENSDARG00000117416,0
ENSDARG00000098950,1
ENSDARG00000036105,0
ENSDARG00000036104,0
ENSDARG00000057010,2
ENSDARG00000084209,0
ENSDARG00000081895,0
ENSDARG00000016623,56
ENSDARG00000036100,7
ENSDARG00000097873,1
ENSDARG00000078841,0
ENSDARG00000004498,0
ENSDARG00000076820,4
ENSDARG00000039996,0
ENSDARG00000117766,1
ENSDARG00000039997,13
ENSDARG00000101183,0
ENSDARG00000103700,0
ENSDARG00000100012,5
ENSDARG00000062305,1
ENSDARG00000103928,0
ENSDARG00000008503,3
ENSDARG00000076008,1
ENSDARG00000002613,3
ENSDARG00000077084,3
ENSDARG00000092086,0
ENSDARG00000062278,1
ENSDARG00000080225,0
ENSDARG00000036092,12
ENSDARG00000014490,8
ENSDARG00000016375,1
ENSDARG00000007597,2
ENSDARG00000036090,1
ENSDARG00000062268,0
ENSDARG00000055206,4
ENSDARG00000112877,0
ENSDARG00000008859,9
ENSDARG00000031751,0
ENSDARG00000114729,0
ENSDARG00000016811,8
ENSDARG00000056847,2
ENSDARG00000033599,5
ENSDARG00000077776,45
ENSDARG00000031494,34
ENSDARG00000107267,0
ENSDARG00000008832,1
ENSDARG00000092150,0
ENSDARG00000087611,1
ENSDARG00000062208,0
ENSDARG00000062206,8
ENSDARG00000004343,5
ENSDARG00000103949,1
ENSDARG00000070658,1
ENSDARG00000015290,4
ENSDARG00000009511,0
ENSDARG00000016667,8
ENSDARG00000114164,0
ENSDARG00000007136,8
ENSDARG00000036071,0
ENSDARG00000036070,1
ENSDARG00000036069,9
ENSDARG00000036065,7
ENSDARG00000056717,1
ENSDARG00000036063,3
ENSDARG00000091932,4
ENSDARG00000095427,8
ENSDARG00000115154,0
ENSDARG00000116097,0
ENSDARG00000111586,0
ENSDARG00000116175,0
ENSDARG00000004472,3
ENSDARG00000079705,2
ENSDARG00000093704,0
ENSDARG00000087363,0
ENSDARG00000089515,0
ENSDARG00000094497,0
ENSDARG00000092887,0
ENSDARG00000092498,0
ENSDARG00000115108,0
ENSDARG00000094407,0
ENSDARG00000014588,3
ENSDARG00000062114,0
ENSDARG00000020509,0
ENSDARG00000056665,4
ENSDARG00000079276,18
ENSDARG00000070623,9
ENSDARG00000036051,0
ENSDARG00000056594,6
ENSDARG00000085894,0
ENSDARG00000056583,44
ENSDARG00000070607,11
ENSDARG00000011506,3
ENSDARG00000056572,0
ENSDARG00000082818,0
ENSDARG00000096312,0
ENSDARG00000096389,0
ENSDARG00000004588,63
ENSDARG00000095192,2
ENSDARG00000117259,8
ENSDARG00000092592,0
ENSDARG00000108806,0
ENSDARG00000070463,4
ENSDARG00000075323,11
ENSDARG00000005625,11
ENSDARG00000004311,3
ENSDARG00000035895,0
ENSDARG00000082530,0
ENSDARG00000035715,435
ENSDARG00000015427,37
ENSDARG00000017445,54
ENSDARG00000077037,10
ENSDARG00000056213,0
ENSDARG00000044980,0
ENSDARG00000117526,0
ENSDARG00000070475,58
ENSDARG00000070479,3
ENSDARG00000070480,3
ENSDARG00000032651,13
ENSDARG00000007065,11
ENSDARG00000031795,50
ENSDARG00000056165,0
ENSDARG00000077531,5
ENSDARG00000117127,0
ENSDARG00000070491,11
ENSDARG00000080804,0
ENSDARG00000117694,0
ENSDARG00000081497,0
ENSDARG00000035907,55
ENSDARG00000032876,0
ENSDARG00000034956,10
ENSDARG00000035909,13
ENSDARG00000035913,8
ENSDARG00000061804,4
ENSDARG00000117432,0
ENSDARG00000035944,2
ENSDARG00000029058,30
ENSDARG00000035918,7
ENSDARG00000093668,0
ENSDARG00000056021,2
ENSDARG00000095601,0
ENSDARG00000061818,0
ENSDARG00000033182,5
ENSDARG00000094105,0
ENSDARG00000010728,3
ENSDARG00000035949,4
ENSDARG00000056034,1
ENSDARG00000056566,5
ENSDARG00000061723,0
ENSDARG00000035957,5
ENSDARG00000035954,4
ENSDARG00000061728,2
ENSDARG00000093406,132
ENSDARG00000061752,0
ENSDARG00000020278,6
ENSDARG00000070537,31
ENSDARG00000070538,7
ENSDARG00000093430,0
ENSDARG00000077101,1
ENSDARG00000061713,3
ENSDARG00000061718,5
ENSDARG00000055875,5
ENSDARG00000103948,0
ENSDARG00000008920,23
ENSDARG00000017299,45
ENSDARG00000017111,0
ENSDARG00000061687,0
ENSDARG00000091466,0
ENSDARG00000016160,2
ENSDARG00000035879,1
ENSDARG00000035890,9
ENSDARG00000035889,2
ENSDARG00000055798,2
ENSDARG00000035887,6
ENSDARG00000035875,0
ENSDARG00000018397,24
ENSDARG00000110948,0
ENSDARG00000035883,3
ENSDARG00000011312,8
ENSDARG00000035882,26
ENSDARG00000095638,0
ENSDARG00000035871,533
ENSDARG00000035870,52
ENSDARG00000014159,54
ENSDARG00000033367,6
ENSDARG00000035869,66
ENSDARG00000035880,9
ENSDARG00000035868,3
ENSDARG00000031383,0
ENSDARG00000003320,14
ENSDARG00000032859,0
ENSDARG00000110963,5
ENSDARG00000004436,2
ENSDARG00000070419,0
ENSDARG00000076296,7
ENSDARG00000003680,13
ENSDARG00000088316,0
ENSDARG00000102705,10
ENSDARG00000098904,2
ENSDARG00000098753,53
ENSDARG00000107847,0
ENSDARG00000098942,7
ENSDARG00000077407,1
ENSDARG00000082677,0
ENSDARG00000012745,0
ENSDARG00000083005,0
ENSDARG00000055490,0
ENSDARG00000093432,0
ENSDARG00000061042,2
ENSDARG00000017199,0
ENSDARG00000070407,3
ENSDARG00000018162,1
ENSDARG00000054340,0
ENSDARG00000054331,0
ENSDARG00000032849,29
ENSDARG00000093129,0
ENSDARG00000035680,0
ENSDARG00000035679,23
ENSDARG00000070403,0
ENSDARG00000035678,11
ENSDARG00000035677,0
ENSDARG00000028533,36
ENSDARG00000006290,53
ENSDARG00000097137,4
ENSDARG00000060926,0
ENSDARG00000005926,23
ENSDARG00000110453,0
ENSDARG00000060917,6
ENSDARG00000035676,18
ENSDARG00000060893,1
ENSDARG00000045364,9
ENSDARG00000108999,0
ENSDARG00000053906,0
ENSDARG00000001559,4
ENSDARG00000099988,0
ENSDARG00000082439,0
ENSDARG00000091988,0
ENSDARG00000117031,0
ENSDARG00000070362,0
ENSDARG00000023989,7
ENSDARG00000070358,6
ENSDARG00000070357,0
ENSDARG00000108301,0
ENSDARG00000055459,3
ENSDARG00000014591,45
ENSDARG00000092945,12
ENSDARG00000061479,6
ENSDARG00000083712,0
ENSDARG00000111821,0
ENSDARG00000033447,6
ENSDARG00000083868,0
ENSDARG00000082164,0
ENSDARG00000061458,10
ENSDARG00000106996,0
ENSDARG00000061446,0
ENSDARG00000024492,103
ENSDARG00000080276,0
ENSDARG00000111597,0
ENSDARG00000009194,7
ENSDARG00000025667,0
ENSDARG00000117548,0
ENSDARG00000115122,0
ENSDARG00000104900,0
ENSDARG00000101284,0
ENSDARG00000117395,0
ENSDARG00000098945,0
ENSDARG00000108602,0
ENSDARG00000096352,0
ENSDARG00000011564,61
ENSDARG00000035823,2
ENSDARG00000035821,15
ENSDARG00000008075,0
ENSDARG00000116443,0
ENSDARG00000033754,2
ENSDARG00000061377,1
ENSDARG00000091885,0
ENSDARG00000089362,6
ENSDARG00000088641,3
ENSDARG00000070228,8
ENSDARG00000013863,60
ENSDARG00000061365,3
ENSDARG00000096912,0
ENSDARG00000002880,0
ENSDARG00000105268,0
ENSDARG00000028845,1
ENSDARG00000083308,0
ENSDARG00000070215,0
ENSDARG00000061351,0
ENSDARG00000035798,142
ENSDARG00000027009,26
ENSDARG00000034885,3
ENSDARG00000094634,1
ENSDARG00000114312,0
ENSDARG00000020007,407
ENSDARG00000023900,2
ENSDARG00000012138,20
ENSDARG00000061304,2
ENSDARG00000034988,1
ENSDARG00000054848,10
ENSDARG00000099353,0
ENSDARG00000027899,43
ENSDARG00000042291,1
ENSDARG00000101648,0
ENSDARG00000042296,5
ENSDARG00000061268,0
ENSDARG00000099891,0
ENSDARG00000042337,5
ENSDARG00000074910,2
ENSDARG00000078557,0
ENSDARG00000005834,4
ENSDARG00000061231,0
ENSDARG00000019426,9
ENSDARG00000027738,12
ENSDARG00000070151,20
ENSDARG00000089490,0
ENSDARG00000116056,0
ENSDARG00000116110,0
ENSDARG00000113576,0
ENSDARG00000103818,0
ENSDARG00000070150,2
ENSDARG00000095328,2
ENSDARG00000070142,2
ENSDARG00000070141,0
ENSDARG00000054804,58
ENSDARG00000114569,0
ENSDARG00000061191,5
ENSDARG00000061180,13
ENSDARG00000054797,0
ENSDARG00000054778,2
ENSDARG00000054696,36
ENSDARG00000054690,1
ENSDARG00000077664,4
ENSDARG00000103815,0
ENSDARG00000099200,76
ENSDARG00000035665,0
ENSDARG00000095698,0
ENSDARG00000097168,0
ENSDARG00000035663,0
ENSDARG00000070094,2
ENSDARG00000005023,4
ENSDARG00000106315,0
ENSDARG00000018010,7
ENSDARG00000088277,1
ENSDARG00000012135,3
ENSDARG00000114988,0
ENSDARG00000020345,21
ENSDARG00000018000,2
ENSDARG00000096422,0
ENSDARG00000025269,18
ENSDARG00000061081,4
ENSDARG00000083495,0
ENSDARG00000061057,5
ENSDARG00000078997,1
ENSDARG00000023290,165
ENSDARG00000097466,0
ENSDARG00000018936,11
ENSDARG00000023160,0
ENSDARG00000006859,14
ENSDARG00000093585,0
ENSDARG00000099256,13
ENSDARG00000115429,0
ENSDARG00000112530,0
ENSDARG00000020850,1353
ENSDARG00000109996,0
ENSDARG00000100593,0
ENSDARG00000113111,2
ENSDARG00000101785,1
ENSDARG00000030215,35
ENSDARG00000070012,0
ENSDARG00000004378,3
ENSDARG00000092705,0
ENSDARG00000093453,4
ENSDARG00000100839,0
ENSDARG00000035657,0
ENSDARG00000024209,7
ENSDARG00000094860,1
ENSDARG00000096327,0
ENSDARG00000092310,1
ENSDARG00000076609,0
ENSDARG00000060830,1
ENSDARG00000077572,0
ENSDARG00000082166,0
ENSDARG00000035660,1
ENSDARG00000016350,12
ENSDARG00000039980,15
ENSDARG00000086739,0
ENSDARG00000043509,518
ENSDARG00000053803,7
ENSDARG00000102365,5
ENSDARG00000098600,3
ENSDARG00000053656,14
ENSDARG00000060768,5
ENSDARG00000027612,3
ENSDARG00000069984,0
ENSDARG00000096299,0
ENSDARG00000086218,0
ENSDARG00000096278,2
ENSDARG00000013174,1
ENSDARG00000060788,0
ENSDARG00000011146,171
ENSDARG00000096277,0
ENSDARG00000003207,1
ENSDARG00000035655,2
ENSDARG00000077920,1
ENSDARG00000117292,0
ENSDARG00000104082,3
ENSDARG00000106639,0
ENSDARG00000116963,0
ENSDARG00000036116,4
ENSDARG00000105012,8
ENSDARG00000104929,4
ENSDARG00000098980,0
ENSDARG00000098916,2
ENSDARG00000099972,14
ENSDARG00000102114,1
ENSDARG00000098729,0
ENSDARG00000102611,0
ENSDARG00000102995,20
ENSDARG00000104478,5
ENSDARG00000099981,0
ENSDARG00000103203,10
ENSDARG00000100822,0
ENSDARG00000101987,0
ENSDARG00000101317,0
ENSDARG00000104861,5
ENSDARG00000100917,1
ENSDARG00000101115,11
ENSDARG00000099569,0
ENSDARG00000101019,0
ENSDARG00000115661,0
ENSDARG00000033854,10
ENSDARG00000030364,1
ENSDARG00000100195,0
ENSDARG00000096265,0
ENSDARG00000093422,0
ENSDARG00000002731,11
ENSDARG00000113081,0
ENSDARG00000055974,5
ENSDARG00000028012,0
ENSDARG00000107246,0
ENSDARG00000035649,0
ENSDARG00000031511,22
ENSDARG00000113247,0
ENSDARG00000008861,8
ENSDARG00000098544,0
ENSDARG00000098992,7
ENSDARG00000102003,0
ENSDARG00000090720,0
ENSDARG00000077045,4
ENSDARG00000076126,76
ENSDARG00000078069,15
ENSDARG00000081961,0
ENSDARG00000101591,0
ENSDARG00000075321,0
ENSDARG00000043137,4
ENSDARG00000012113,4
